# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 13:28:02 2025
#
# User preference: *
#
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
disposition,pl_orbper,pl_rade,pl_insol,pl_eqt,st_teff,st_rad,rastr,ra,decstr,dec
CANDIDATE,12.01560000000,2.81000000,,,,1.224700,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358
CANDIDATE,12.01200000000,,,,5915.00,1.218340,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358
CANDIDATE,0.94600000000,,,,5336.00,0.801858,13h37m28.69s,204.3695477,-14d20m55.94s,-14.3488709
CANDIDATE,0.94603300000,1.81000000,,,,0.827000,13h37m28.69s,204.3695477,-14d20m55.94s,-14.3488709
CANDIDATE,0.94599529000,,,,5336.00,0.801858,13h37m28.69s,204.3695477,-14d20m55.94s,-14.3488709
CANDIDATE,2.66792900000,50.70000000,,,,0.940000,13h34m30.78s,203.6282660,-14d16m17.81s,-14.2716133
CANDIDATE,1.06300000000,,,,,,13h37m11.68s,204.2986790,-14d10m50.16s,-14.1806008
CANDIDATE,0.53170400000,2.00000000,,,,1.060000,13h37m11.68s,204.2986790,-14d10m50.16s,-14.1806008
CANDIDATE,0.53168400000,2.13000000,,,,1.290000,13h37m11.68s,204.2986790,-14d10m50.16s,-14.1806008
CANDIDATE,24.00624900000,23.82600000,,,6150.00,1.506000,13h22m32.72s,200.6363180,-14d08m57.73s,-14.1493687
CANDIDATE,1.11562824000,,,,5806.00,1.093390,13h28m31.38s,202.1307681,-14d07m34.53s,-14.1262594
CANDIDATE,1.11556300000,1.29000000,,,,0.980000,13h28m31.38s,202.1307681,-14d07m34.53s,-14.1262594
CANDIDATE,1.11500000000,,,,5806.00,1.093390,13h28m31.38s,202.1307681,-14d07m34.53s,-14.1262594
CANDIDATE,1.11548500000,1.60000000,,,,1.100000,13h28m31.38s,202.1307681,-14d07m34.53s,-14.1262594
CANDIDATE,24.46265600000,13.60000000,,,,0.680000,13h57m38.15s,209.4089400,-13d56m33.73s,-13.9427014
CANDIDATE,24.48200000000,28.20000000,,,,2.763000,13h57m38.15s,209.4089400,-13d56m33.73s,-13.9427014
CANDIDATE,0.77900000000,,,,,,13h40m02.16s,205.0089966,-13d55m55.26s,-13.9320171
CANDIDATE,0.77923000000,0.87000000,,,,,13h40m02.16s,205.0089966,-13d55m55.26s,-13.9320171
CANDIDATE,12.66600000000,,,,5690.00,0.948236,14h05m53.10s,211.4712473,-13d46m45.83s,-13.7793982
CANDIDATE,0.87600000000,,,,5849.00,1.497070,13h34m32.95s,203.6372848,-13d42m45.61s,-13.7126707
CANDIDATE,3.26945000000,3.90000000,,,,0.276000,13h14m12.70s,198.5529306,-13d42m24.56s,-13.7068228
CANDIDATE,3.26900000000,,,,3201.00,0.263126,13h14m12.70s,198.5529306,-13d42m24.56s,-13.7068228
CANDIDATE,4.07337000000,0.92800000,,,,0.794000,13h18m41.01s,199.6708697,-13d29m46.22s,-13.4961732
CANDIDATE,21.67680000000,2.87000000,,,,1.003000,13h15m38.99s,198.9124602,-12d49m37.29s,-12.8270262
CANDIDATE,21.67700000000,,,,5751.00,0.968677,13h15m38.99s,198.9124602,-12d49m37.29s,-12.8270262
CANDIDATE,6.80213000000,1.82000000,,,,0.379000,13h10m38.35s,197.6597732,-12d46m47.44s,-12.7798456
CANDIDATE,6.88300000000,,,,4900.00,1.766230,13h49m40.44s,207.4185115,-12d44m17.59s,-12.7382191
CANDIDATE,6.88385000000,8.30000000,,,,0.743000,13h49m40.44s,207.4185115,-12d44m17.59s,-12.7382191
CONFIRMED,34.88500000000,1.60000000,,,,,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749
CANDIDATE,15.38100000000,,,,5079.00,0.752111,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749
CANDIDATE,15.38660000000,2.41000000,,,,0.758000,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749
CANDIDATE,11.52898000000,3.93000000,,,,0.533000,13h37m25.71s,204.3571304,-12d12m40.01s,-12.2111141
CANDIDATE,3.44791000000,1.46000000,,,,0.637000,13h43m38.61s,205.9108687,-12d12m05.16s,-12.2014333
CANDIDATE,14.43070000000,2.28000000,,,,0.986000,13h34m13.64s,203.5568283,-12d11m31.05s,-12.1919577
CANDIDATE,8.12100000000,,,,5672.00,1.046590,13h28m31.53s,202.1313660,-12d06m26.40s,-12.1073328
CANDIDATE,8.12088000000,2.69000000,,,,1.101000,13h28m31.53s,202.1313660,-12d06m26.40s,-12.1073328
CANDIDATE,13.48500000000,1.67000000,,,,0.879000,13h42m55.92s,205.7330059,-11d59m39.76s,-11.9943775
CANDIDATE,13.48495800000,1.56669509,,,5378.00,0.843263,13h42m55.92s,205.7330059,-11d59m39.76s,-11.9943775
CANDIDATE,13.47900000000,,,,5196.00,0.915477,13h42m55.92s,205.7330059,-11d59m39.76s,-11.9943775
CANDIDATE,17.73273600000,23.21200000,,,5650.00,1.684000,13h51m40.34s,207.9180889,-11d58m09.17s,-11.9692128
CANDIDATE,1.09647300000,78.00000000,,,,1.913000,13h37m32.36s,204.3848264,-11d52m04.20s,-11.8678329
CANDIDATE,4.16276400000,1.50000000,,,,0.830000,13h46m19.75s,206.5823122,-11d33m22.87s,-11.5563527
CANDIDATE,13.70430000000,1.30000000,,,,1.014000,13h37m45.32s,204.4388528,-11d26m40.76s,-11.4446549
CANDIDATE,13.52583000000,2.49000000,,,,0.927000,13h28m40.28s,202.1678472,-11d23m57.40s,-11.3992790
CANDIDATE,13.52400000000,,,,5531.00,0.913819,13h28m40.28s,202.1678472,-11d23m57.40s,-11.3992790
CANDIDATE,13.52475000000,2.27671392,,,5570.00,0.888236,13h28m40.28s,202.1678472,-11d23m57.40s,-11.3992790
CANDIDATE,14.31100000000,,,,4076.00,0.614558,13h23m23.59s,200.8482825,-11d22m29.33s,-11.3748144
CANDIDATE,21.37979300000,2.08800000,,,4722.00,0.698000,13h27m12.04s,201.8001504,-11d14m50.01s,-11.2472248
CANDIDATE,8.85302500000,14.40000000,,,,0.870000,13h43m36.30s,205.9012480,-11d13m25.04s,-11.2236222
CANDIDATE,8.85007649000,,,,5639.00,1.126850,13h43m36.30s,205.9012480,-11d13m25.04s,-11.2236222
CANDIDATE,8.85300000000,,,,5639.00,1.126850,13h43m36.30s,205.9012480,-11d13m25.04s,-11.2236222
CANDIDATE,2.58166013000,,,,4998.00,0.869750,13h37m45.54s,204.4397379,-11d11m33.18s,-11.1925496
CANDIDATE,2.58146700000,5.70000000,,,,0.780000,13h37m45.54s,204.4397379,-11d11m33.18s,-11.1925496
CANDIDATE,2.58100000000,,,,4998.00,0.869750,13h37m45.54s,204.4397379,-11d11m33.18s,-11.1925496
FALSE POSITIVE,2.58100000000,,,,4076.00,0.757718,13h37m45.95s,204.4414384,-11d11m31.96s,-11.1922123
FALSE POSITIVE,2.58148000000,5.38000000,,,4076.00,0.757718,13h37m45.95s,204.4414384,-11d11m31.96s,-11.1922123
CANDIDATE,14.06900000000,,,,,,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
CANDIDATE,14.07277587000,,,,,,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
CANDIDATE,14.06912100000,1.80000000,,,,0.840000,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
CANDIDATE,14.06928000000,1.83000000,,,,0.876000,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
CANDIDATE,14.06975900000,1.86705079,,,5343.00,0.890011,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
CANDIDATE,18.15565300000,55.00000000,,,,0.830000,13h12m17.97s,198.0748597,-11d02m52.10s,-11.0478053
CANDIDATE,6.37300000000,,,,6518.00,0.991065,13h11m25.79s,197.8574379,-11d02m32.97s,-11.0424912
CANDIDATE,3.02194400000,10.80000000,,,,1.082000,13h39m15.78s,204.8157607,-10d54m25.21s,-10.9070038
CANDIDATE,3.02179500000,45.90000000,,,,1.090000,13h39m15.78s,204.8157607,-10d54m25.21s,-10.9070038
CANDIDATE,3.02164122000,,,,5975.00,1.055940,13h39m15.78s,204.8157607,-10d54m25.21s,-10.9070038
CANDIDATE,7.78328600000,155.70000000,,,,3.830000,13h43m25.91s,205.8579439,-10d53m49.09s,-10.8969688
CANDIDATE,7.78500000000,,,,4726.00,3.881440,13h43m25.91s,205.8579439,-10d53m49.09s,-10.8969688
CANDIDATE,7.78608000000,10.90000000,,,,3.340000,13h43m25.91s,205.8579439,-10d53m49.09s,-10.8969688
CANDIDATE,7.78522700000,7.72094189,,,5084.00,1.817689,13h43m25.91s,205.8579439,-10d53m49.09s,-10.8969688
CONFIRMED,15.28410000000,1.12000000,,,,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CONFIRMED,15.28410000000,1.39000000,,,,0.975700,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CONFIRMED,15.28078000000,1.26000000,,756.00,6004.00,0.980000,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CONFIRMED,23.22600100000,2.24459533,,,5928.00,0.952744,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CONFIRMED,23.22590000000,2.31000000,,,,0.975700,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CONFIRMED,23.24110566000,,,,6055.00,0.949870,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CONFIRMED,23.22855500000,2.32000000,,658.00,6004.00,0.980000,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CONFIRMED,23.22600000000,,,,6055.00,0.949870,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CONFIRMED,23.22600000000,2.30000000,,,,0.950000,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
CANDIDATE,,15.20000000,,,,0.797000,13h50m53.05s,207.7210252,-10d47m54.13s,-10.7983689
CANDIDATE,4.54462000000,6.60000000,,,,0.487000,13h42m41.10s,205.6712596,-10d46m08.54s,-10.7690389
CANDIDATE,4.54500000000,,,,3258.00,0.248786,13h42m41.10s,205.6712596,-10d46m08.54s,-10.7690389
CANDIDATE,0.72436144000,,,,3276.00,0.650416,13h30m33.91s,202.6413000,-10d33m19.45s,-10.5554017
CANDIDATE,12.34666300000,2.34500000,,,5685.00,1.011000,13h36m15.11s,204.0629419,-10d13m10.79s,-10.2196639
CANDIDATE,31.47820000000,2.60000000,,,,0.755600,13h13m04.74s,198.2697369,-10d06m45.40s,-10.1126111
CANDIDATE,6.02226000000,2.02000000,,,,0.973800,13h59m16.68s,209.8195173,-10d04m19.82s,-10.0721736
CONFIRMED,0.57865700000,1.20000000,,,5765.00,0.930000,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852
CONFIRMED,11.81143700000,2.30000000,,,5765.00,0.930000,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852
CONFIRMED,11.81387000000,2.67000000,,,,0.948000,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852
FALSE POSITIVE,4.35242800000,16.60000000,,,,0.670000,13h21m09.69s,200.2903730,-09d56m57.08s,-9.9491899
FALSE POSITIVE,4.35244000000,14.07000000,,,4459.00,0.764238,13h21m09.69s,200.2903730,-09d56m57.08s,-9.9491899
CANDIDATE,2.85170200000,2.16000000,,,,0.303000,13h29m33.84s,202.3909815,-09d48m38.42s,-9.8106709
CANDIDATE,2.85177000000,3.34000000,,,3288.00,0.387653,13h29m33.84s,202.3909815,-09d48m38.42s,-9.8106709
CANDIDATE,11.09082200000,1.81800000,,,5763.00,0.989000,13h31m16.03s,202.8168022,-09d45m10.82s,-9.7530058
CANDIDATE,13.83851000000,8.26000000,,,,2.650000,13h18m18.73s,199.5780236,-09d41m30.73s,-9.6918696
CANDIDATE,13.84300000000,,,,5500.00,2.531500,13h18m18.73s,199.5780236,-09d41m30.73s,-9.6918696
CANDIDATE,13.84372500000,6.76064604,,,5465.00,1.641721,13h18m18.73s,199.5780236,-09d41m30.73s,-9.6918696
CANDIDATE,13.84367800000,21.40000000,,,,0.810000,13h18m18.73s,199.5780236,-09d41m30.73s,-9.6918696
CANDIDATE,0.32814902000,,,,5793.00,1.103790,14h01m05.51s,210.2729780,-09d32m24.86s,-9.5402384
CANDIDATE,0.98400000000,,,,5793.00,1.103790,14h01m05.51s,210.2729780,-09d32m24.86s,-9.5402384
CANDIDATE,0.32815384000,17.10000000,,,,1.168000,14h01m05.51s,210.2729780,-09d32m24.86s,-9.5402384
CANDIDATE,0.32815200000,14.79153996,,,5759.00,0.990035,14h01m05.51s,210.2729780,-09d32m24.86s,-9.5402384
CANDIDATE,8.25300000000,,,,5419.00,2.022340,14h06m39.16s,211.6631740,-09d31m35.63s,-9.5265636
CANDIDATE,8.25178000000,6.99000000,,,,2.161000,14h06m39.16s,211.6631740,-09d31m35.63s,-9.5265636
CANDIDATE,20.58270000000,2.98000000,,,,1.099000,13h17m35.68s,199.3986621,-09d29m20.42s,-9.4890061
CANDIDATE,19.13240000000,2.73000000,,,,1.347000,13h41m33.46s,205.3894368,-09d23m27.10s,-9.3908612
CANDIDATE,2.45840745000,,,,5528.00,0.926086,13h56m55.99s,209.2333019,-09d11m15.22s,-9.1875616
CANDIDATE,2.45878300000,3.11000000,,,,0.964000,13h56m55.99s,209.2333019,-09d11m15.22s,-9.1875616
CANDIDATE,2.45900000000,,,,5528.00,0.926086,13h56m55.99s,209.2333019,-09d11m15.22s,-9.1875616
CANDIDATE,1.05459000000,1.29000000,,,3445.00,0.533176,13h26m56.83s,201.7367736,-08d45m48.32s,-8.7634221
CANDIDATE,1.05461200000,1.00000000,,,,0.360000,13h26m56.83s,201.7367736,-08d45m48.32s,-8.7634221
CANDIDATE,1.05500000000,,,,3445.00,0.533176,13h26m56.83s,201.7367736,-08d45m48.32s,-8.7634221
CANDIDATE,1.05460400000,0.82400000,,,,0.300000,13h26m56.83s,201.7367736,-08d45m48.32s,-8.7634221
FALSE POSITIVE,1.83473000000,29.93000000,,,4385.00,0.826606,13h29m56.53s,202.4855554,-08d44m59.17s,-8.7497693
CANDIDATE,,24.00000000,,,,0.951000,13h51m51.71s,207.9654567,-08d36m52.39s,-8.6145527
CANDIDATE,5.73417200000,6.20000000,,,5192.00,2.747000,13h45m10.46s,206.2936004,-08d32m09.67s,-8.5360205
CANDIDATE,62.84100000000,,,,4971.00,1.133630,13h32m03.25s,203.0135472,-08d31m53.45s,-8.5315138
CANDIDATE,25.86140000000,1.58000000,,,,0.295000,13h33m15.41s,203.3141917,-08d29m04.67s,-8.4846300
CANDIDATE,25.86125000000,2.20000000,,,3653.00,0.432453,13h33m15.41s,203.3141917,-08d29m04.67s,-8.4846300
CANDIDATE,6.43038300000,4.30900000,,,5735.00,1.054000,13h20m28.64s,200.1193283,-08d27m51.98s,-8.4644381
CANDIDATE,6.78882000000,2.80000000,,,,1.760000,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
CANDIDATE,6.78834400000,1.60000000,,,,1.110000,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
CANDIDATE,6.78907600000,1.60793495,,,5758.00,0.978493,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
CANDIDATE,6.78800000000,,,,5841.15,1.095510,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
CANDIDATE,18.51590000000,3.30000000,,,,1.760000,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
CANDIDATE,18.51731900000,1.86157195,,,5758.00,0.978493,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
CANDIDATE,18.51600000000,,,,5841.15,1.095510,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
CANDIDATE,2.26800000000,,,,5789.00,2.151970,13h30m25.25s,202.6052254,-08d07m48.88s,-8.1302440
CANDIDATE,2.26884990000,,,,5789.00,2.151970,13h30m25.25s,202.6052254,-08d07m48.88s,-8.1302440
CANDIDATE,7.26400000000,,,,,,13h56m04.65s,209.0193610,-07d57m07.67s,-7.9521300
CANDIDATE,3.49140000000,1.18000000,,,,0.572000,13h22m20.05s,200.5835238,-07d29m47.43s,-7.4965081
CANDIDATE,7.68550500000,2.08400000,,,5176.00,0.703000,13h29m02.94s,202.2622380,-07d22m44.27s,-7.3789629
CONFIRMED,13.60300000000,,,,4581.00,0.669035,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
CONFIRMED,13.60697954000,,,,4581.00,0.669035,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
CONFIRMED,13.60300000000,2.58600000,,536.00,4684.00,0.673000,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
CONFIRMED,65.55000000000,2.69000000,,316.00,4684.00,0.673000,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
CANDIDATE,14.78545000000,2.62000000,,,,0.623000,13h13m54.86s,198.4785710,-07d09m39.69s,-7.1610248
CANDIDATE,34.38319300000,2.85600000,,,5666.00,0.972000,13h17m01.57s,199.2565541,-07d04m14.66s,-7.0707387
CANDIDATE,19.98421700000,2.84600000,,,6823.00,1.753000,13h39m48.77s,204.9532151,-06d53m20.07s,-6.8889086
CANDIDATE,1.01796800000,36.10000000,,,,0.750000,13h52m37.10s,208.1545860,-06d46m09.82s,-6.7693945
CANDIDATE,1.01800000000,,,,5022.00,0.805916,13h52m37.10s,208.1545860,-06d46m09.82s,-6.7693945
CANDIDATE,1.01797700000,18.10000000,,,,0.638000,13h52m37.10s,208.1545860,-06d46m09.82s,-6.7693945
CANDIDATE,8.49100300000,2.22800000,,,5432.00,0.841000,13h17m30.66s,199.3777410,-06d22m17.86s,-6.3716288
CANDIDATE,8.95366000000,3.32000000,,,,0.841000,13h32m53.22s,203.2217521,-06d21m24.97s,-6.3569355
CANDIDATE,8.95300000000,,,,4966.00,0.864025,13h32m53.22s,203.2217521,-06d21m24.97s,-6.3569355
CANDIDATE,37.36197300000,2.74426869,,,5675.00,1.116937,13h29m53.71s,202.4737957,-06d21m03.81s,-6.3510574
FALSE POSITIVE,4.68174300000,5.40000000,,,,0.250000,13h49m31.66s,207.3819041,-06d19m27.02s,-6.3241731
FALSE POSITIVE,4.68189000000,29.41000000,,,3368.00,0.406060,13h49m31.66s,207.3819041,-06d19m27.02s,-6.3241731
FALSE POSITIVE,4.68199000000,48.33000000,,,4636.00,0.895684,13h49m32.37s,207.3848549,-06d19m22.05s,-6.3227922
CANDIDATE,24.74844200000,16.68300000,,,5803.00,0.637000,13h58m57.64s,209.7401660,-06d00m34.57s,-6.0096015
CANDIDATE,3.21600000000,,,,3954.00,0.622576,13h41m10.41s,205.2933875,-05d39m47.96s,-5.6633224
CANDIDATE,29.97888400000,15.30000000,,,,0.940000,13h51m16.31s,207.8179518,-05d38m04.68s,-5.6346325
CANDIDATE,6.72500000000,,,,4891.00,0.809130,13h47m19.81s,206.8325575,-05d06m21.91s,-5.1060853
CANDIDATE,6.72511000000,4.37000000,,,,0.787000,13h47m19.81s,206.8325575,-05d06m21.91s,-5.1060853
CANDIDATE,12.24568000000,2.04700000,,,5329.00,0.796000,13h44m49.69s,206.2070623,-05d00m16.17s,-5.0044907
CANDIDATE,13.88830000000,1.46000000,,,,0.592000,13h31m46.09s,202.9420287,-04d51m10.69s,-4.8529708
CANDIDATE,26.93943300000,2.86900000,,,5716.00,1.020000,13h58m51.78s,209.7157599,-04d32m53.99s,-4.5483314
CANDIDATE,27.79850000000,2.47000000,,,,1.484000,13h41m08.12s,205.2838267,-04d26m15.15s,-4.4375428
CANDIDATE,20.64149200000,49.50000000,,,,1.050000,13h27m07.19s,201.7799482,-04d14m53.40s,-4.2481678
CANDIDATE,12.63479400000,47.55300000,,,4999.00,10.265000,13h29m12.65s,202.3027086,-04d03m26.21s,-4.0572793
CANDIDATE,7.53578300000,3.13100000,,,3990.00,0.659000,13h46m52.11s,206.7171320,-03d18m51.38s,-3.3142730
CANDIDATE,6.11623800000,4.88600000,,,6283.00,1.544000,13h34m18.80s,203.5783492,-03d09m19.80s,-3.1555013
CANDIDATE,9.66837300000,2.62800000,,,5368.00,0.817000,13h31m18.88s,202.8286729,-02d34m45.80s,-2.5793876
CANDIDATE,0.54612700000,11.30000000,,,,1.447000,19h04m42.77s,286.1782088,-30d39m22.28s,-30.6561897
CANDIDATE,2.49686000000,90.00000000,,,,11.000000,19h19m36.33s,289.9013854,-29d31m48.65s,-29.5301816
CANDIDATE,5.84643000000,10.40000000,,,,0.698000,19h16m23.50s,289.0979247,-29d20m12.79s,-29.3368857
CANDIDATE,9.76897000000,,,,5388.00,1.200000,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243
CANDIDATE,9.77018600000,3.19260619,,,5631.00,0.994327,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243
CANDIDATE,9.76915500000,3.30000000,,,,1.100000,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243
CANDIDATE,9.77060000000,3.80000000,,,,1.195000,19h17m30.49s,289.3770304,-29d02m57.93s,-29.0494243
CANDIDATE,0.51551300000,3.40000000,,,,0.750000,19h19m30.41s,289.8767127,-28d32m08.20s,-28.5356108
CANDIDATE,6.78260000000,1.88000000,,,,0.705000,19h20m21.33s,290.0888610,-28d28m36.11s,-28.4766982
CANDIDATE,3.12951000000,18.60000000,,,,1.990000,18h48m05.01s,282.0208728,-28d23m47.02s,-28.3963938
CANDIDATE,13.61358000000,3.39689521,,,4863.00,0.780921,18h54m35.14s,283.6464363,-28d11m19.85s,-28.1888472
CANDIDATE,13.61242000000,3.03000000,,,,0.793000,18h54m35.14s,283.6464363,-28d11m19.85s,-28.1888472
CANDIDATE,12.36453100000,36.30000000,,,,0.760000,19h22m14.67s,290.5611381,-28d07m04.53s,-28.1179254
CANDIDATE,6.79867000000,4.40000000,,,,1.601000,18h54m14.86s,283.5619075,-27d53m09.54s,-27.8859846
CANDIDATE,1.48915400000,1.90000000,,,,2.400000,19h32m18.86s,293.0785743,-27d53m04.31s,-27.8845304
CANDIDATE,1.48918400000,1.00000000,,,,0.870000,19h32m18.88s,293.0786854,-27d53m03.28s,-27.8842445
FALSE POSITIVE,1.11702700000,16.90000000,,,,0.270000,19h07m24.43s,286.8518100,-27d47m32.33s,-27.7923145
FALSE POSITIVE,1.11704000000,33.94000000,,,3506.00,0.497973,19h07m24.43s,286.8518100,-27d47m32.33s,-27.7923145
CANDIDATE,14.12970000000,1.40000000,,,,0.690000,18h52m07.62s,283.0317641,-27d10m50.62s,-27.1807287
CANDIDATE,4.63789000000,2.04000000,,,,1.021000,19h13m30.55s,288.3772959,-27d01m01.86s,-27.0171825
CANDIDATE,4.63791100000,1.87105305,,,5608.00,0.985113,19h13m30.55s,288.3772959,-27d01m01.86s,-27.0171825
CANDIDATE,5.05903300000,1.03801946,,,4455.00,0.623766,19h01m54.25s,285.4760265,-26d57m46.86s,-26.9630173
CANDIDATE,5.05900000000,1.12000000,,,4310.00,0.672240,19h01m54.25s,285.4760265,-26d57m46.86s,-26.9630173
CANDIDATE,1.87689900000,13.20000000,,,,0.774000,19h14m33.55s,288.6397893,-26d18m33.04s,-26.3091775
CANDIDATE,10.99044000000,1.16000000,,,3584.00,0.500884,19h14m00.54s,288.5022519,-26d17m03.80s,-26.2843880
CANDIDATE,21.56840900000,20.50000000,,,,1.210000,18h45m45.75s,281.4406307,-26d03m54.51s,-26.0651403
CANDIDATE,1.23643800000,50.00000000,,,,3.200000,18h45m23.99s,281.3499665,-26d01m10.56s,-26.0196009
CANDIDATE,7.26962200000,32.90000000,,,,0.730000,18h44m27.78s,281.1157606,-25d45m13.68s,-25.7537998
CANDIDATE,7.26921300000,163.00000000,,,,6.930000,18h44m27.78s,281.1157606,-25d45m13.68s,-25.7537998
CANDIDATE,7.45759700000,8.70000000,,,,1.037000,18h43m30.37s,280.8765309,-25d24m39.81s,-25.4110574
CANDIDATE,7.46475831483,11.93024915,185.3324,941.04,5357.00,1.155770,18h43m30.37s,280.8765309,-25d24m39.81s,-25.4110574
CANDIDATE,43.10290000000,12.20000000,,,,1.923000,19h19m17.96s,289.8248266,-25d21m21.33s,-25.3559260
CANDIDATE,0.26338090000,370.00000000,,,,37.700000,18h43m31.41s,280.8808732,-25d11m36.67s,-25.1935182
CANDIDATE,15.20726000000,26.20000000,,,,1.590000,19h17m38.76s,289.4114936,-24d56m09.19s,-24.9358861
CANDIDATE,15.20710100000,12.70000000,,,,0.840000,19h17m38.76s,289.4114936,-24d56m09.19s,-24.9358861
CANDIDATE,0.73806700000,260.00000000,,,,25.000000,18h48m09.11s,282.0379454,-24d53m03.87s,-24.8844084
CANDIDATE,4.13570700000,1.59980974,,,4972.00,0.763640,19h40m08.74s,295.0364167,-24d46m58.66s,-24.7829615
CANDIDATE,4.13556000000,1.44000000,,,,0.761000,19h40m08.74s,295.0364167,-24d46m58.66s,-24.7829615
CANDIDATE,6.63124700000,1.35955936,,,4972.00,0.763640,19h40m08.74s,295.0364167,-24d46m58.66s,-24.7829615
CANDIDATE,6.63107000000,1.52000000,,,,0.761000,19h40m08.74s,295.0364167,-24d46m58.66s,-24.7829615
CANDIDATE,1.72611500000,5.60000000,,,,0.839000,18h47m18.53s,281.8272071,-24d46m29.18s,-24.7747720
CANDIDATE,1.25399360000,31.70000000,,,,0.948000,19h44m53.17s,296.2215504,-24d38m57.66s,-24.6493500
CANDIDATE,0.90859150000,23.10000000,,,,0.950000,19h36m18.55s,294.0772945,-24d23m47.15s,-24.3964310
CANDIDATE,6.42171900000,15.30000000,,,,1.100000,19h37m55.25s,294.4801973,-24d23m05.82s,-24.3849513
CANDIDATE,2.74324000000,28.00000000,,,,4.880000,18h46m03.10s,281.5128962,-24d22m27.04s,-24.3741791
CANDIDATE,0.53339300000,19.50000000,,,,14.800000,18h47m01.38s,281.7557687,-24d20m15.56s,-24.3376560
CANDIDATE,23.51081100000,18.40000000,,,,0.970000,18h54m11.94s,283.5497366,-24d19m15.41s,-24.3209467
CANDIDATE,21.52155400000,2.40003126,,,5694.00,1.160188,18h48m46.25s,282.1927118,-24d05m03.68s,-24.0843549
CANDIDATE,5.33988000000,1.27000000,,,,0.611000,18h54m17.99s,283.5749543,-24d02m14.76s,-24.0374337
CANDIDATE,6.68913100000,29.90000000,,,,1.011000,19h35m41.63s,293.9234664,-23d40m42.43s,-23.6784530
CANDIDATE,,13.66000000,,,,0.738000,18h43m08.99s,280.7874548,-23d40m24.57s,-23.6734905
CANDIDATE,3.63222880000,32.20000000,,,,2.670000,19h16m46.13s,289.1922258,-23d37m56.91s,-23.6324752
CANDIDATE,10.14588000000,19.43000000,,,,1.198000,19h43m39.20s,295.9133252,-23d29m13.27s,-23.4870183
CANDIDATE,11.12366000000,1.80000000,,,,0.832700,19h32m48.40s,293.2016762,-23d24m54.58s,-23.4151604
CANDIDATE,11.12365400000,1.71707978,,,5310.00,0.820733,19h32m48.40s,293.2016762,-23d24m54.58s,-23.4151604
CANDIDATE,,57.00000000,,,,1.532000,18h42m34.73s,280.6447006,-23d20m27.60s,-23.3409988
CANDIDATE,1.15144000000,,,,5809.00,1.910000,19h25m36.41s,291.4016910,-23d15m39.23s,-23.2608974
