# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:53:21 2025
#
# User preference: *
#
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
#
tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,ra,dec
FP,2.3866952,2.6540000,586.0000000,9.7238600,1936.0000000,2334.7800000,5017.0000000,4.7300000,342.4439250,68.2510710
APC,7.7646910,3.1850000,24530.0000000,15.6068000,849.0000000,86.3134000,5404.7000000,0.9900000,317.6399080,-23.3058170
PC,1.5982014,2.2540000,296.0000000,2.2882700,2451.0000000,5992.5300000,6594.0000000,1.4900000,358.2136360,61.3602600
PC,6.4536240,3.5820000,200.0000000,1.3575600,1423.0000000,680.8100000,7257.0000000,1.0200000,309.3488240,70.9540880
FP,1.7126115,3.1280000,340.0000000,2.0192800,2285.0000000,4528.0000000,5932.2000000,1.0000000,318.0498040,68.0524700
FP,0.7522775,1.0730000,1301.0000000,6.7550900,,13651.7000000,7325.2000000,1.7700000,5.4206510,77.8800710
FP,5.8089284,5.1370000,1111.0000000,3.7930800,1664.0000000,1275.7200000,6406.0000000,1.2700000,3.0217980,66.6505230
FP,1.4944600,2.1140000,890.0000000,4.2136600,2065.0000000,3024.1000000,6587.0000000,1.4300000,359.7411710,61.5540890
KP,3.3326189,3.5620066,8310.5066162,15.6399082,1590.6670806,1512.9973764,5768.2000000,1.6948299,279.2624730,40.0186910
KP,5.0172146,3.7363301,14236.9594003,13.5478019,1143.9473896,404.7111860,5930.0000000,1.1001300,274.7012530,45.1722190
KP,2.1436364,3.1539349,9203.7552743,18.0537588,1949.0214829,3410.2601185,6148.0000000,1.7706100,291.1623860,55.4730270
KP,4.5421594,4.2940000,9760.0000000,17.3816000,1491.0000000,821.4050000,5939.3000000,1.7300000,224.8728590,46.9601000
CP,4.2311173,4.3531635,7261.2759361,14.6260711,1584.3518526,1489.1126253,6671.0000000,1.6640199,79.7682530,-71.8955270
CP,12.0557353,1.9590000,807.0000000,2.3917300,584.0000000,19.3677000,5504.0000000,0.8300000,352.0166760,75.5526070
APC,15.2521892,1.3463514,871.2527446,2.8346585,860.5738999,129.6204972,5473.0000000,0.9490220,50.9164510,25.0479350
FP,8.2491871,4.9807847,117724.0282614,8.0476984,264.4172054,1.1552603,2990.0000000,0.1650660,42.1551880,62.1892600
FA,12.1582804,2.1406837,3430.7762638,1.9160277,326.1491782,2.6741524,3429.0000000,0.3232000,266.7673310,57.2266620
CP,0.9893300,1.0357615,1519.6695870,1.8303854,848.0098579,122.2150262,3455.0000000,0.4652580,56.3906100,37.1122800
FP,34.9270483,2.7546907,110264.9392094,18.8285063,242.4886650,0.8171218,3496.0000000,0.3891990,246.6240720,66.1442240
FP,1.7729239,1.8255671,26694.3797428,14.9468862,1076.8402129,317.7796355,4769.0000000,0.6878410,44.2929510,33.3126570
FP,4.0766840,4.4132181,10459.7272290,17.5223182,1571.9653862,1443.0883389,6531.4400000,1.6430200,37.8932410,34.3689250
PC,0.9150623,0.6662728,4304.9322224,5.3869040,1109.3660254,357.9484179,3810.0000000,0.7012370,15.3215450,55.6980100
FP,0.9014650,2.5562155,3156.5658264,3.4348127,1083.3609617,325.5470241,3896.0000000,0.6110230,35.8073220,56.5700140
FP,7.3189800,3.7710000,3809.3000000,8.7967300,1296.0000000,468.7180000,5926.0000000,1.3000000,320.0542920,-51.3099720
CP,1.9495403,0.8060618,2089.2444115,1.3929217,560.7827791,23.3722044,3414.0000000,0.2601870,44.3388740,76.5514050
PC,1.8646725,1.0280000,570.0000000,12.8352000,2202.0000000,3903.8800000,9898.0000000,3.4000000,40.2455880,42.8712480
APC,37.4590076,2.8630000,5850.0000000,20.3559000,554.0000000,15.6505000,5730.0000000,1.5000000,288.0495190,63.6570610
PC,20.0795217,1.2186554,1065.5355707,2.7170462,508.9693869,15.8594327,4763.0000000,0.7775840,272.2642410,53.2177290
FP,1.8497201,1.7570000,5750.0000000,11.2477000,,2139.7200000,6019.0000000,1.2400000,39.0065220,25.5884610
FP,2.1721416,2.7480823,17864.5520776,18.0850347,1677.7485906,1872.5289135,6198.0000000,1.3093700,32.2941120,40.4019420
FA,3.6239090,2.6568012,26979.8210456,6.9347137,373.8573643,4.6168393,3514.0000000,0.4141010,312.3270800,70.7966040
FP,6.9744232,2.1240000,9189.0000000,37.9891000,1103.0000000,245.9060000,5821.7000000,1.8600000,207.8742180,84.0716150
PC,7.3315684,1.2870000,893.0000000,2.7743300,637.0000000,27.4026000,4871.6000000,0.8400000,45.4011790,69.2299240
FP,3.4557863,2.1640000,6423.0000000,16.0772000,2058.0000000,2978.6200000,8170.0000000,1.7800000,85.6632100,35.1857080
FP,7.7576430,2.8561356,7336.6908822,12.7936991,993.2304197,161.5793695,6038.0000000,1.9115100,88.8862260,-57.2907450
FP,9.1505000,2.9860000,1370.0000000,11.1497000,1132.0000000,272.7630000,7719.0000000,3.0200000,76.8512850,36.2750850
KP,3.7649949,2.6420000,14735.0000000,17.8182000,1367.0000000,580.3860000,6724.0000000,1.4200000,94.7929550,73.8275670
FP,0.6664948,1.3800000,260.0000000,3.2170000,2004.0000000,2681.4800000,5329.0000000,1.9900000,188.3547000,84.6789570
PC,10.9568722,3.4690000,4643.0000000,21.7036000,2489.0000000,6376.8300000,7106.5000000,2.5000000,72.0318220,39.9669360
PC,1.8347892,2.4140000,242.0000000,,,,5286.9000000,,287.6665590,66.7680820
PC,3.2786617,2.6310000,1101.0000000,3.6123200,1243.0000000,396.5930000,5411.0000000,1.1500000,61.1722340,52.2569920
APC,1112.7562924,9.3860000,6669.0000000,20.0620000,1388.0000000,617.1030000,6324.0000000,1.2600000,63.2300180,53.6870500
FP,5.6309047,3.8770000,1683.0000000,7.0084400,1933.0000000,2320.1300000,5304.0000000,0.7900000,66.3701390,46.3659020
FP,0.6803433,2.0674164,565.5754223,8.1888041,4165.8164478,71174.0244493,7325.5000000,2.9787700,65.8762290,35.4951090
CP,5.8775548,2.9027641,412.2881337,2.1822904,1031.1383185,267.1706249,5977.0000000,1.0056800,277.9251940,82.3059490
PC,3.3985674,2.1970000,171.0000000,1.1860900,1288.0000000,456.9080000,5977.0000000,1.0100000,277.9251940,82.3059490
PC,5.0611315,1.5562414,5276.0349302,9.1484302,1002.9601068,239.1418795,5254.0000000,1.0021700,323.1960860,-44.0180360
FP,1.3561596,2.5040000,482.0000000,4.1249300,2908.0000000,11881.9000000,6375.0000000,1.8600000,85.5812850,49.5134520
FP,2.0492064,3.4170000,1030.0000000,,,,,,88.4759660,30.4460420
FP,2.6093167,1.1750000,1984.0000000,11.4272000,,526.7190000,7235.0000000,1.7800000,93.3189040,63.6850080
FP,2.3753200,2.9570000,1940.0000000,13.5855000,3490.0000000,24634.5000000,7895.7000000,2.1100000,89.9348470,33.5069690
PC,11.8350790,2.0940000,336.0000000,2.5354000,750.0000000,52.6622000,6225.0000000,1.3400000,276.9378850,55.7557530
FP,1.7640600,3.0860000,870.0000000,12.3762000,3961.0000000,40901.7000000,6481.7000000,2.0300000,88.3690510,37.3394110
FP,1.6943300,2.1690000,650.0000000,5.2073300,2165.0000000,3651.2900000,7185.0000000,2.0000000,89.4201790,36.7658050
FP,3.3212500,4.3040000,5760.0000000,25.5824000,,12389.8000000,7174.0000000,1.7600000,81.8078320,38.5974530
FP,2.3633110,3.2940000,1121.0000000,2.7403800,1697.0000000,1379.0200000,5420.0000000,1.0400000,348.6075330,76.9343200
CP,2.6800536,1.7580000,456.0000000,2.3437000,1198.0000000,342.9970000,5550.0000000,1.0700000,45.9564740,83.5874270
PC,4.4531846,1.6870000,5910.0000000,,1027.0000000,184.8420000,5766.0000000,,90.6624820,-64.8194840
CP,40.7501028,4.8730000,6026.0000000,10.1271000,544.0000000,14.5514000,6453.0000000,1.3100000,259.0172520,72.1611810
CP,10.9836724,2.6360000,315.0000000,2.3561600,1043.0000000,196.6940000,6453.0000000,1.3100000,259.0172520,72.1611810
PC,123.0586028,9.7316587,485.2393663,2.9538423,443.4993569,9.1430897,6453.0000000,1.3122500,259.0172520,72.1611810
FA,8.1366400,2.0840000,840.0000000,11.7500000,649.0000000,29.5076000,4913.0000000,3.9600000,130.9693930,86.2283980
FP,3.8954139,2.8320000,911.0000000,5.1591500,1359.0000000,566.2990000,6064.0000000,1.8900000,91.8720470,66.8576990
FP,1.0862500,2.5340000,1110.0000000,4.6512200,2226.0000000,4081.8800000,5562.6000000,1.4000000,64.6484890,52.8650340
FP,7.4549400,3.4650000,2280.0000000,15.1922000,1303.0000000,479.4680000,5029.7000000,2.4500000,61.7216030,58.4654520
PC,3.1330840,1.2370000,1192.0000000,10.3743000,1922.0000000,2269.8100000,7478.0000000,2.0600000,47.8066350,61.7623850
KP,3.1915257,2.7560000,8587.0000000,16.4091000,1626.0000000,1161.7200000,6673.0000000,1.6900000,65.4695810,57.8172090
PC,0.6435807,0.6659322,876.6807794,4.8452813,2608.9501340,10949.2435224,5919.7000000,1.4930500,58.4865860,58.9683000
FP,13.7058173,2.5970000,5788.0000000,20.2141000,,350.0500000,8001.0000000,2.0500000,73.0348090,30.2803860
FP,0.6565741,1.9080000,423.0000000,5.0115400,2309.0000000,4719.5900000,5235.5000000,2.6800000,70.5485800,54.2920580
PC,2.3144600,1.3470000,1190.0000000,3.4066800,1015.0000000,176.6920000,4801.5000000,0.7300000,311.6435900,-37.9043990
CP,4.8026561,1.1658648,4358.1157678,1.4202459,370.4558970,4.4510969,3231.0000000,0.2134590,292.3139790,65.9738020
PC,1.5379237,0.7660000,1135.0000000,8.7399600,1677.0000000,1313.4800000,5672.5000000,0.9300000,81.6710490,56.9636150
KP,2.7347651,3.2050000,9209.0000000,17.8050000,1808.0000000,1775.3900000,6767.9000000,1.7700000,78.2955910,33.3179530
CP,3.0575240,1.3790503,1117.9638175,2.4878486,848.2229732,122.3379291,4402.0000000,0.6950950,65.9796500,27.8223700
PC,1.1549925,0.9110000,739.0000000,9.1510600,1392.0000000,624.8700000,4815.0000000,2.9900000,65.3460850,62.2452060
CP,0.6691449,0.9921631,1254.3711932,1.9200407,964.7048550,204.6910522,3457.0000000,0.4624080,68.5939530,43.0370400
PC,6.7053949,3.8459321,575.2056582,3.7076274,1209.2246588,505.2996309,6141.0000000,1.4585800,61.7311420,66.1195990
PC,10.2596322,1.8234891,1080.9213165,3.9130735,819.8012135,106.7468895,5734.0000000,0.9783250,66.8349930,73.0236890
FP,6.7171913,7.5037208,9138.7150710,22.8756580,1484.8121463,1148.7011293,5843.0000000,2.3529000,75.7978130,41.7857840
FA,9.1238101,5.1188391,283.3240870,2.0471844,890.6986100,148.7455904,5470.1600000,1.1485000,257.7850800,56.6589010
CP,2.2554459,1.6678604,5283.7103901,11.0535293,1579.7828847,1472.0095217,5817.0000000,1.2966100,16.7786880,-75.1989450
CP,1.4079369,0.3063531,484643.7441389,,1626.2264571,1652.8943345,5780.0000000,,284.4156750,53.5090240
CP,16.7368995,4.5610000,989.0000000,2.8801500,834.0000000,80.3869000,5759.0000000,1.0000000,272.4041180,86.8603430
PC,17.7286608,6.4427868,1086.4618139,4.9572307,909.5495957,161.7433903,6554.0000000,1.4579600,279.4643600,78.6111100
PC,32.2079698,7.5199580,2409.2943157,7.3178089,793.0000000,72.9642265,6554.0000000,1.4579600,279.4643600,78.6111100
CP,1.7666920,1.4196682,830.5082973,1.5574734,700.8548645,57.0208084,3474.0000000,0.4612600,90.3083450,34.7730900
CP,3.7701296,2.8512056,4361.1801082,5.4800266,953.4195932,195.2881696,5058.0000000,0.8183300,97.7487100,66.3605960
CP,3.1342946,1.2158796,1183.6060713,1.7992966,618.3628631,34.5537033,3575.0000000,0.5161050,21.9217350,72.2966150
CP,2.5005291,0.8809865,12579.3504758,3.1713853,491.6465759,13.8080731,3181.0000000,0.2804750,65.2806480,48.8198310
PC,10.7165240,3.0750000,1280.0000000,2.3418500,587.0000000,19.7169000,4067.0000000,0.6500000,290.1088600,61.0854470
PC,17.0419800,1.5780000,3520.0000000,,1092.0000000,236.0970000,7697.2000000,,98.5029710,41.9007820
PC,4.5470055,2.3829230,813.7370725,3.0070741,1096.3569775,341.4514343,5654.4000000,1.0390900,125.1887450,46.2036040
PC,3.7115129,2.6850000,12280.0000000,13.9410000,1245.0000000,399.0060000,5973.0000000,1.2200000,54.9895950,-83.0885180
FP,1.1235500,1.6110000,1020.0000000,3.4979900,2055.0000000,2963.4200000,5524.0000000,1.0100000,126.0886250,42.1047350
PC,1.3341738,1.3470884,2283.6562849,4.5073642,1320.8410635,719.3218467,4685.1000000,0.8789580,99.8981890,42.1313390
FP,0.4031200,0.8530000,1000.0000000,2.9517700,1645.0000000,1215.9800000,4252.9000000,0.8900000,111.5593520,32.3838250
PC,1.2016105,0.6498366,2414.8791188,5.3210497,1759.6991613,2266.0772453,5747.6000000,1.0753200,113.8743670,49.4780680
FP,3.9299830,2.1530000,2270.0000000,6.5151500,1244.0000000,398.6510000,6621.9000000,1.3400000,114.9328630,28.1201460
FP,13.2054538,4.8750000,644.0000000,3.7464200,1039.0000000,193.5590000,6653.0000000,1.6700000,132.6350120,82.9271200
PC,4.5156072,2.6280000,449.0000000,2.0719400,1297.0000000,470.0340000,5617.0000000,0.9700000,285.2056020,60.2336710
PC,7.4057777,2.7780000,325.0000000,1.6774300,1111.0000000,253.5920000,5617.0000000,0.9700000,285.2056020,60.2336710
FP,2.0236500,2.5850000,1710.0000000,5.9647200,1952.0000000,2411.5400000,6582.0000000,1.4800000,101.3821680,31.4655330
APC,11.4419200,3.8410000,5510.0000000,9.6424500,1006.0000000,170.2620000,6259.0000000,1.2400000,116.1072910,43.0090790
PC,7.6288424,3.3110000,10850.0000000,18.0261000,1194.0000000,338.3450000,6157.0000000,1.6000000,118.6298310,45.8078410
PC,1.2386010,1.9048913,12167.5309178,12.1897562,1639.9639090,1709.4569331,5237.0000000,1.1072299,124.2694280,-63.2134030
FP,1.8135767,1.0753316,4166.2802035,7.6604580,1819.5378757,2590.3914807,5237.0000000,1.1072299,124.2694280,-63.2134030
CP,24.2833782,5.1320000,2844.0000000,5.2115200,654.0000000,30.5138000,5675.0000000,0.9800000,94.2838370,76.2110200
FP,10.2558000,5.0880000,5740.0000000,7.4468300,934.0000000,126.8590000,5326.0000000,0.9700000,124.4466640,51.0103700
FP,3.5662760,4.1970000,3870.0000000,20.2251000,1851.0000000,1949.1600000,6831.4000000,3.1700000,127.9457020,44.8323140
PC,0.5572565,0.5671304,1198.7212417,3.2761782,1949.7515652,3415.3727761,5097.6000000,0.9460000,100.5205950,39.8429040
KP,3.4744763,4.2580000,12920.0000000,19.6131000,1789.0000000,1701.3800000,6642.3000000,1.6700000,113.1842380,33.8350210
FP,2.8269356,1.1692366,950.9544382,4.8112209,1795.9446278,2458.6277073,7072.0000000,1.5058100,79.0735050,79.7377270
CP,8.0823540,3.2840000,559.0000000,2.7243200,959.0000000,140.4740000,5878.6000000,1.2400000,105.0833290,56.8241940
PC,4.0523890,2.1690000,8976.0000000,13.1098000,1227.0000000,377.0160000,6578.0000000,1.3600000,104.6285460,67.6773360
PC,5.5870396,2.7450000,1907.0000000,4.2433200,948.0000000,134.1550000,5378.0000000,0.9400000,112.0180250,30.3217320
PC,2.7552586,1.1700000,338.0000000,9.6594500,1481.0000000,799.2610000,6096.4000000,4.1700000,135.2974620,55.8599400
CP,9.4768600,4.3920000,2980.0000000,9.8085600,993.0000000,161.9690000,5801.8000000,1.7900000,316.6318790,-26.6928650
KP,2.6158597,2.5170000,13363.0000000,13.1204000,1267.0000000,428.0360000,5267.0000000,1.0800000,117.0267690,50.2251470
KP,4.1250429,4.4540000,8804.0000000,15.3479000,1608.0000000,1112.2700000,6304.0000000,1.6200000,110.3880280,58.2681090
PC,9.6052235,3.6280000,1437.0000000,3.8646900,952.0000000,136.8600000,6137.0000000,1.0900000,114.3452130,61.1539250
CP,13.7270395,4.0070000,901.0000000,2.9592100,802.0000000,68.9542000,5777.0000000,1.0900000,116.7971980,68.4766850
FP,0.6850808,1.0565887,2675.7176662,1.9806358,922.0627729,170.8295335,3541.0000000,0.3800190,127.0325970,56.4275290
KP,1.0914304,3.0512300,15377.7920504,22.6154555,2428.5408709,8220.5839513,6154.0000000,1.7494200,97.6366450,29.6722660
CP,7.1079340,3.4408330,501.6058242,2.2881711,885.9071544,145.5706555,5694.1100000,0.9029320,117.4793700,27.3631340
CP,20.5438153,4.0537919,799.3817133,2.5734283,621.9311430,35.3582059,5694.1100000,0.9029320,117.4793700,27.3631340
PC,1.8308782,1.5764906,464.5713657,2.1988321,1430.8837135,990.6913333,5566.0000000,0.9886900,93.5585490,53.1359250
CP,3.4913952,1.7630000,5400.0000000,4.9395000,718.0000000,44.3221000,3907.0000000,0.6300000,120.6116790,64.7971530
FP,0.5732087,0.4582376,432048.7343961,,,,5780.0000000,,278.3999110,58.2055290
PC,29.7537451,8.0780445,6350.8299407,11.9868976,777.9510591,86.5625631,6409.0000000,1.4686300,33.4588530,-80.5827110
PC,9.1702265,5.6855842,305.9835677,2.6317754,1151.7002703,415.7946307,6409.0000000,1.4686300,33.4588530,-80.5827110
PC,6.2262315,2.2390000,1488.0000000,2.7552400,910.0000000,114.2710000,3691.0000000,0.5300000,107.8658260,48.3279330
PC,2.1555232,1.4450000,742.0000000,1.4780900,944.0000000,132.3470000,3691.0000000,0.5300000,107.8658260,48.3279330
PC,12.5739572,2.7220000,2170.0000000,2.4359000,439.0000000,6.2030200,3691.0000000,0.5300000,107.8658260,48.3279330
KP,3.9228042,3.2050000,13970.0000000,15.8493000,1369.0000000,583.6970000,6193.0000000,1.3000000,110.1685160,37.1405950
PC,4.1192231,2.1841675,1236.5042452,2.2236629,657.7908482,44.2458262,3876.0000000,0.6325710,111.8014510,53.0452680
FP,5.8032200,1.5690000,1710.0000000,6.3744000,781.0000000,61.8583000,5846.0000000,1.5000000,118.8817650,54.5966010
PC,28.8745078,4.4849765,584.5089133,2.7122882,586.7970552,28.0202951,5773.0000000,0.9888980,254.5032890,57.3052630
PC,10.3857602,3.1010000,380.0000000,2.3741400,904.0000000,110.9730000,6439.0000000,1.2600000,313.3391570,64.2291660
CP,7.0731057,3.8190000,439.0000000,2.6917500,1099.0000000,242.7230000,5656.0000000,1.4100000,43.4344610,69.1013450
PC,14.4479828,6.3530000,218.0000000,2.7946800,1605.0000000,1104.2900000,6669.0000000,1.9500000,248.2532330,72.9255340
PC,3.6985817,1.5474205,3061.8238445,4.3816478,709.1406179,59.7654849,3948.0000000,0.6692000,54.5021630,50.9551150
CP,8.3033493,1.7050000,571.0000000,1.9584400,685.0000000,36.5628000,4814.0000000,0.7800000,240.1724810,83.2586590
CP,17.6671687,2.5250000,854.0000000,1.8704200,462.0000000,7.6088400,4813.0000000,0.6900000,55.4590310,-62.7672670
CP,29.7975205,2.7820000,671.0000000,1.6098200,374.0000000,3.2713000,4813.0000000,0.6900000,55.4590310,-62.7672670
CP,12.1623316,2.6140000,317.0000000,1.1564300,638.0000000,27.5458000,4813.0000000,0.6900000,55.4590310,-62.7672670
CP,3.9766833,1.8590000,142.0000000,0.7575880,855.0000000,89.0886000,4813.0000000,0.6900000,55.4590310,-62.7672670
CP,7.9076222,2.6110000,217.0000000,0.9698190,720.0000000,44.8107000,4813.0000000,0.6900000,55.4590310,-62.7672670
PC,19.4284190,3.5727154,850.4127883,2.4616462,582.3179815,27.1745153,5366.0000000,0.8351730,351.0179920,43.3766700
PC,10.9406641,2.1750000,440.0000000,1.3649200,503.0000000,10.6650000,4324.0000000,0.6100000,247.0434550,63.4990980
CP,21.2690422,5.8930000,350.0000000,1.8771100,770.0000000,58.6180000,5707.0000000,1.1600000,257.3288680,71.8766720
CP,4.2660553,0.6900000,1700.0000000,3.3051100,506.0000000,10.8837000,3281.0000000,0.3200000,257.7473320,71.8722040
CP,22.3417286,2.5820000,472.0000000,2.5410200,598.0000000,21.2584000,6179.0000000,1.1400000,294.2910710,60.8813020
PC,5.9848710,2.2695614,2583.7788262,3.4443503,519.0000000,13.8196717,3759.0000000,0.4244680,281.1362900,54.9498990
PC,2.5253323,0.9898290,1258.5718559,1.4761503,576.4840036,26.1017752,3340.0000000,0.4104650,281.7677090,54.9106820
PC,3.8776815,1.0297542,1077.9105507,1.3658070,499.6923767,14.7343811,3340.0000000,0.4104650,281.7677090,54.9106820
PC,2.7546548,0.5610000,394.0000000,2.0808800,808.0000000,71.0366000,4435.0000000,0.7000000,270.8060500,60.6751920
PC,1.8318623,1.4211172,403.1219726,1.5299007,1144.0968579,404.9227459,4837.0000000,0.7682260,270.7393100,60.4176380
CP,4.4891367,1.8833377,1271.1867023,1.9980298,625.4009463,36.1538988,3959.0000000,0.5613560,282.7372280,64.4194660
CP,9.0447039,1.7653148,1611.0010188,2.2493746,495.1628187,14.2073509,3959.0000000,0.5613560,282.7372280,64.4194660
KP,2.3889051,1.0324090,569.8511771,1.3399401,771.7556976,83.8378977,3959.0000000,0.5613560,282.7372280,64.4194660
CP,3.6906759,1.1070000,1657.0000000,1.3675100,479.0000000,8.7740100,3469.0000000,0.3100000,124.5328600,-68.3144660
CP,7.4507305,0.4750000,1542.0000000,3.0452800,329.0000000,1.9606400,3469.0000000,0.3100000,124.5328600,-68.3144660
CP,2.2531062,0.9939837,682.3972723,0.8266350,567.3025213,24.4782213,3469.0000000,0.3141600,124.5328600,-68.3144660
PC,11.3373614,2.8611319,1194.0451617,2.6194940,612.9150641,33.3520232,4765.0000000,0.7686750,240.3019780,68.9373000
CP,37.4685042,7.6850000,429.0000000,2.5632500,1037.0000000,192.5210000,6114.0000000,1.2700000,243.4888530,63.5335300
PC,0.9351891,0.7694649,1150.2871156,1.8032935,952.0656350,194.1728744,3652.0000000,0.5269870,253.4614860,60.7096200
PC,32.7135406,5.0754670,1469.2598788,2.4202837,291.1102616,1.6972705,3652.0000000,0.5269870,253.4614860,60.7096200
CP,5.3846239,3.2617296,630.6901313,2.6170633,1001.7564461,237.9959598,5700.0000000,0.9590220,252.4698350,61.1735770
PC,16.2143217,3.8395249,1553.7064339,2.8235075,404.1671972,6.3061639,3849.0000000,0.5932950,265.5943100,57.4477710
APC,60.1848926,3.5460000,2242.0000000,11.0047000,597.0000000,21.2072000,6499.0000000,1.2700000,273.7817070,56.8781020
PC,2.7830114,1.7406295,916.2640701,1.7104603,696.3924073,55.5823764,3756.0000000,0.5626070,306.3287740,77.6364120
PC,2.1256870,1.4649664,570.6858828,1.6780073,970.7631647,209.8814988,4428.0000000,0.7071590,255.4007140,79.0671260
PC,5.0097113,0.9457107,560.4159621,1.6316574,729.4723335,66.9200570,4428.0000000,0.7071590,255.4007140,79.0671260
CP,20.7051499,3.3480000,1822.0000000,3.3924500,531.0000000,13.1989000,5169.0000000,0.8100000,354.7415810,75.6852320
CP,18.8500438,3.4070000,2610.0000000,3.0909400,435.0000000,5.9553100,3960.0000000,0.6300000,326.8516620,62.7538160
FP,16.1553730,1.5567050,71225.7231740,10.4242810,297.2885497,1.8460086,3270.0000000,0.2710000,115.0034730,-72.2056780
FP,11.0626660,2.0842156,4957.8780942,2.6437021,293.8838939,1.7628857,3212.0000000,0.2545220,290.1739760,73.1959930
PC,11.5922513,3.4868947,373.1625573,2.4230886,926.7725725,174.3466841,6311.0000000,1.1940700,281.5776450,75.3033670
PC,24.1412290,3.0697650,1612.7795426,4.0770689,637.1229240,38.9416122,6156.0000000,0.9484200,17.9150040,79.1654920
PC,3.7978720,1.0636976,1501.0825028,1.9296055,554.7006125,22.3746156,3520.0000000,0.4728690,259.5641640,74.3027210
PC,47.3860753,1.8100000,19550.0000000,9.7736800,248.0000000,0.6365810,4415.0000000,0.6200000,277.2930100,55.3131070
PC,3.4939580,1.9610000,3650.0000000,5.6597100,984.0000000,156.2410000,5203.4000000,0.9000000,234.2417910,67.4525790
