# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:48:44 2025
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,ra,dec
FALSE POSITIVE,3.173194070,2.51200,1.3580e+02,0.91,1077.0,318.23,5369.00,0.7840,296.886540,42.655079
FALSE POSITIVE,5.243683020,10.87300,2.2540e+02,0.91,654.0,43.13,4194.00,0.6290,291.898930,41.744492
CANDIDATE,5.195202100,2.15520,3.2080e+02,1.37,836.0,115.35,5044.00,0.7380,292.379030,39.435841
FALSE POSITIVE,0.591280187,1.16560,1.3500e+02,1.30,2385.0,7620.01,6246.00,1.0920,294.471250,40.278759
CONFIRMED,3.937667860,4.65500,2.4300e+01,1.36,1947.0,3388.82,6277.00,2.7410,283.453190,45.084141
CANDIDATE,31.608437100,3.67500,3.3160e+02,1.89,634.0,38.10,6341.00,1.0330,290.928800,47.887249
CANDIDATE,16.155865600,3.79800,7.3130e+02,2.04,455.0,10.10,4504.00,0.5300,297.272220,43.098721
FALSE POSITIVE,1.465943491,1.51300,5.2300e+01,1.60,2472.0,8804.60,6230.00,2.1900,297.317600,48.239368
CONFIRMED,28.454890910,8.15930,1.4186e+03,6.08,769.0,82.70,6206.00,1.5730,295.486510,51.013500
CONFIRMED,1.952711161,0.87200,4.0300e+02,2.58,1403.0,917.15,5741.00,0.9460,292.427490,38.472912
FALSE POSITIVE,0.620739667,2.47700,1.0820e+02,29.28,2947.0,17924.29,6559.00,1.6020,299.507510,40.477428
FALSE POSITIVE,0.587470828,2.43820,1.9380e+02,51.02,3434.0,33039.47,5787.00,2.6670,299.064910,41.508301
FALSE POSITIVE,0.934924739,2.05200,7.3800e+01,2.29,3156.0,23533.00,6477.00,2.6280,299.629520,47.479809
FALSE POSITIVE,25.705455700,6.05900,2.6630e+02,1.75,670.0,47.76,6326.00,1.0010,297.981410,39.900162
CONFIRMED,3.848221890,2.01300,2.0390e+02,1.72,1283.0,641.53,5927.00,1.1930,286.254430,41.021870
CONFIRMED,2.377524420,2.30700,3.2100e+01,0.53,1278.0,632.62,5615.00,0.9360,294.866880,46.790562
FALSE POSITIVE,2.628380970,3.19300,8.9900e+01,1.01,1375.0,846.09,5884.00,1.0700,299.355190,40.433060
CONFIRMED,1.877878538,2.39000,4.7500e+01,0.78,1701.0,1977.35,6324.00,1.1150,290.693730,48.701481
CANDIDATE,3.375716723,1.54360,1.7570e+02,2.34,1472.0,1111.66,6310.00,1.2820,290.480070,38.136688
CONFIRMED,35.333193200,5.96600,9.9700e+01,1.55,670.0,47.52,5788.00,1.4740,291.385990,41.990269
CONFIRMED,15.089641500,4.33490,7.7800e+01,1.42,968.0,207.64,6063.00,1.6130,282.492220,43.980209
CONFIRMED,5.308739780,3.01800,1.2750e+02,1.08,1042.0,279.21,5914.00,0.9550,286.958440,42.541382
CONFIRMED,3.895242960,1.68900,1.8900e+02,1.13,956.0,197.66,5018.00,0.8380,293.793580,40.240929
CONFIRMED,0.740926358,1.01630,1.9550e+02,1.22,1873.0,2909.21,5618.00,0.8740,289.195470,46.651699
CANDIDATE,75.858003500,5.38200,1.1484e+03,2.72,281.0,1.47,4474.00,0.6140,297.590850,40.814960
FALSE POSITIVE,1.352564873,3.46900,5.6700e+01,1.45,2447.0,8505.97,6463.00,1.8230,291.307530,44.457619
FALSE POSITIVE,7.727688330,2.06000,4.0480e+02,1.89,899.0,154.46,5765.00,0.9400,292.909030,40.152039
CONFIRMED,37.303319700,7.79300,5.5170e+02,2.31,493.0,14.00,5646.00,0.8170,297.199280,41.226429
CANDIDATE,10.164350760,6.01700,3.7700e+01,1.99,1389.0,879.94,6133.00,2.7100,286.580140,45.163822
FALSE POSITIVE,31.972950100,9.41000,1.5630e+02,2.41,757.0,77.49,6007.00,1.7590,292.119450,44.657928
CONFIRMED,14.887766500,4.98100,2.5250e+02,1.96,831.0,112.85,6143.00,1.1160,289.064850,50.460972
CONFIRMED,4.521586140,3.47020,1.0620e+02,1.31,1214.0,513.68,5576.00,1.2890,284.675380,44.417770
FALSE POSITIVE,2.007750531,2.07150,3.5200e+02,1.64,1319.0,716.79,5645.00,0.8650,295.330140,39.162540
CONFIRMED,7.031462950,5.92200,8.5400e+01,1.38,1194.0,480.26,6170.00,1.4990,289.921450,46.744560
CONFIRMED,54.281194900,5.51700,1.4780e+02,2.07,604.0,31.45,6170.00,1.4990,289.921450,46.744560
FALSE POSITIVE,0.596087893,0.71590,1.0510e+02,1.92,2967.0,18259.79,6049.00,1.8270,285.919430,38.871815
CONFIRMED,12.582298080,6.37500,1.1870e+02,1.53,917.0,167.41,5587.00,1.4230,293.732820,41.900829
FALSE POSITIVE,7.126846950,3.17900,2.0630e+02,1.38,941.0,185.17,6050.00,0.8960,285.984830,43.090912
FALSE POSITIVE,0.661749944,4.11200,2.1560e+02,23.92,2420.0,8123.02,6363.00,1.1980,292.544800,47.371910
FALSE POSITIVE,354.951180000,13.02000,4.2190e+02,2.53,303.0,1.99,6392.00,1.2300,292.544800,47.371910
FALSE POSITIVE,1.354770490,1.61800,1.4530e+02,0.80,1102.0,348.90,4414.00,0.6890,293.728940,41.701210
FALSE POSITIVE,0.493393859,1.13190,2.6470e+02,1.40,1505.0,1203.14,4474.00,0.6140,297.590850,40.814960
CONFIRMED,11.954018760,2.65600,8.5590e+02,2.10,525.0,17.92,4359.00,0.6590,297.373320,40.366402
FALSE POSITIVE,2.488830330,4.26800,5.1400e+01,0.64,1230.0,540.34,5615.00,0.8330,293.258120,46.305729
FALSE POSITIVE,20.234021900,3.67400,1.9360e+02,0.99,562.0,23.53,5528.00,0.7100,298.764040,48.644920
CONFIRMED,0.881842630,1.31170,2.4990e+02,1.24,1564.0,1419.46,5268.00,0.7760,293.670470,41.410252
CONFIRMED,5.448321078,2.22130,5.2940e+02,2.17,978.0,215.95,5721.00,0.9050,292.971250,41.035770
CONFIRMED,1.116127169,1.32350,1.0920e+02,1.00,1659.0,1797.63,5721.00,0.9050,292.971250,41.035770
FALSE POSITIVE,195.613824000,23.77700,1.6519e+03,10.65,467.0,11.24,5970.00,2.2290,298.980380,40.872040
CANDIDATE,237.787237000,10.50900,1.6277e+03,9.91,354.0,3.73,5185.00,1.8530,294.757690,46.831120
CONFIRMED,3.833087643,1.51000,4.6140e+02,2.25,1012.0,247.80,5397.00,0.8310,292.388550,42.233261
CONFIRMED,9.376637130,2.10330,1.1840e+02,1.89,1125.0,379.30,6237.00,1.5430,288.100860,50.033718
CONFIRMED,5.620061980,2.75100,1.9010e+02,1.45,772.0,84.01,4868.00,0.7460,289.553010,41.297852
CONFIRMED,3.825900500,1.80570,8.5720e+02,3.45,1005.0,241.25,5223.00,0.8850,281.049160,43.322601
CONFIRMED,0.558841234,0.79180,2.8090e+02,1.33,1787.0,2412.15,5151.00,0.7920,294.596560,46.048302
CONFIRMED,9.336481410,2.54490,8.8540e+02,2.39,577.0,26.22,4442.00,0.6480,281.647740,48.271049
CONFIRMED,76.613944600,10.22000,4.9870e+02,2.61,466.0,11.12,6173.00,1.0300,291.245180,37.759060
CANDIDATE,0.698461304,0.78870,1.3440e+02,14.81,5173.0,168689.02,4676.00,12.5580,295.342220,48.856152
FALSE POSITIVE,1.545388842,3.03700,5.2800e+01,0.56,1421.0,964.53,5782.00,0.7670,297.860110,46.386261
CONFIRMED,1.289590179,1.35410,2.8600e+02,1.38,1448.0,1040.23,5467.00,0.8080,283.741420,49.067982
CONFIRMED,0.634003002,0.92070,3.1690e+02,1.35,1714.0,2030.16,5226.00,0.7500,290.995360,43.243938
FALSE POSITIVE,1.568590480,11.59100,2.8060e+02,23.41,1693.0,1935.28,6248.00,1.0020,293.813810,38.926201
CONFIRMED,22.803025200,4.76800,6.2900e+01,1.29,843.0,119.60,6063.00,1.6130,282.492220,43.980209
FALSE POSITIVE,0.623441939,1.40530,1.2810e+02,13.89,3219.0,25489.88,5385.00,2.8710,296.587340,50.490761
FALSE POSITIVE,5.243645710,16.98400,2.7040e+02,25.01,1149.0,411.58,6197.00,1.0560,291.858980,41.728489
CONFIRMED,8.988261220,4.96000,1.6080e+02,1.39,864.0,131.92,5984.00,0.9060,296.746430,43.045441
CANDIDATE,110.755627200,6.81900,8.0670e+03,29.64,651.0,42.53,6525.00,2.6680,297.841250,42.118252
FALSE POSITIVE,4.157439220,9.57200,1.4720e+03,96.99,2089.0,4503.26,6529.00,3.1310,284.541840,48.961281
CANDIDATE,14.407903500,2.52400,3.0580e+03,23.40,624.0,35.81,5440.00,0.7280,299.791500,44.281231
CONFIRMED,135.497825600,6.76900,5.0381e+03,6.01,295.0,1.80,5307.00,0.7570,295.894100,42.380451
CONFIRMED,22.250850900,1.74500,6.1870e+02,2.07,539.0,20.01,5307.00,0.7570,295.894100,42.380451
FALSE POSITIVE,8.531619170,2.95960,6.5744e+04,54.60,891.0,148.92,5780.00,1.0000,290.141750,37.741367
FALSE POSITIVE,0.526615152,1.05820,6.4000e+01,1.46,2959.0,18152.32,5718.00,1.8320,294.253390,42.062382
FALSE POSITIVE,0.690405794,1.74070,1.7840e+02,1.04,1731.0,2129.33,5204.00,0.7860,298.031040,42.052479
CONFIRMED,10.107737890,3.82800,2.9490e+02,1.98,879.0,140.75,5480.00,1.1740,290.576720,39.956890
CANDIDATE,7.095639500,3.46500,1.0810e+02,1.20,989.0,225.73,5480.00,1.1740,290.576720,39.956890
FALSE POSITIVE,1.844857057,1.65570,8.5600e+01,0.97,1601.0,1548.86,6143.00,1.0040,289.955810,38.463631
FALSE POSITIVE,18.011676400,6.00600,4.1720e+02,2.02,695.0,55.07,6003.00,0.9320,293.603940,39.388599
CONFIRMED,33.672806580,8.22670,1.7090e+02,1.86,661.0,45.09,5587.00,1.4230,293.732820,41.900829
CONFIRMED,3.009124910,2.22800,1.9140e+02,1.22,1177.0,452.27,5713.00,0.8930,291.548100,50.353310
CANDIDATE,79.245035100,5.38200,1.3473e+03,3.33,404.0,6.33,5648.00,0.9170,287.848330,39.358429
CONFIRMED,4.445895080,2.38160,4.4140e+02,1.94,1063.0,302.60,5918.00,0.8650,300.732390,44.107059
FALSE POSITIVE,2.023126394,1.27710,7.2200e+01,0.92,1607.0,1582.75,6349.00,1.0590,288.847110,47.022911
FALSE POSITIVE,10.636095040,3.48000,2.9060e+02,1.36,728.0,66.50,5546.00,0.8100,285.336360,46.312370
CONFIRMED,10.310823200,5.61700,2.0400e+02,1.27,786.0,90.10,5708.00,0.8930,288.116060,42.440418
FALSE POSITIVE,1.069842837,5.27500,5.4030e+02,1.77,1433.0,998.07,4999.00,0.7860,298.559270,40.604858
FALSE POSITIVE,1.077467951,2.11250,7.5700e+01,31.06,2339.0,7064.38,6329.00,1.5080,291.740170,38.014912
CANDIDATE,126.445127500,16.71510,3.2525e+03,4.49,321.0,2.51,5613.00,0.7950,294.539340,43.607780
FALSE POSITIVE,2.873646700,1.68200,2.1570e+02,6.47,2866.0,15977.28,8173.00,3.1690,284.623200,39.182411
FALSE POSITIVE,2.846517614,4.22800,2.1544e+03,1.88,528.0,18.32,3468.00,0.3200,300.087370,46.200695
CONFIRMED,211.032819000,7.11900,1.9534e+03,3.43,215.0,0.50,4658.00,0.6860,293.298370,43.555870
CONFIRMED,1.716828304,2.06800,5.9500e+01,0.74,1455.0,1056.84,5808.00,0.9020,292.615110,42.764252
FALSE POSITIVE,0.755103143,2.88500,4.3800e+01,1.49,2927.0,17302.11,5996.00,2.1280,284.369020,40.718491
FALSE POSITIVE,20.719272230,4.03880,2.2460e+02,2.51,818.0,105.78,5729.00,1.5450,281.273800,47.774399
CONFIRMED,11.874576640,1.97970,2.2070e+02,1.32,728.0,66.33,5523.00,0.8800,291.028590,43.913670
CONFIRMED,109.646994800,6.56800,8.9970e+02,4.85,428.0,7.95,5332.00,1.4530,293.527560,41.111439
CONFIRMED,15.645886560,3.95900,5.7210e+02,2.18,710.0,60.08,5896.00,0.9160,289.311490,51.320862
FALSE POSITIVE,0.933752410,6.35200,5.1800e+02,3.18,1594.0,1528.26,5402.00,0.8150,292.779540,47.452099
FALSE POSITIVE,1.703364960,1.70450,3.1670e+02,1.67,1484.0,1151.45,5881.00,0.9150,293.091130,38.352100
FALSE POSITIVE,0.764174368,2.34600,1.0020e+02,1.18,2241.0,5972.52,6321.00,1.1250,293.076630,46.218010
FALSE POSITIVE,1.853739240,1.81600,3.4860e+02,0.23,345.0,3.36,2661.00,0.1160,289.847720,44.185783
CONFIRMED,7.063219270,2.41100,2.0720e+02,1.21,827.0,110.22,5305.00,0.8180,286.170530,43.008911
FALSE POSITIVE,0.584310213,2.18010,8.0940e+02,23.09,2053.0,4190.91,5783.00,0.8800,298.555760,41.034061
CONFIRMED,25.384175000,3.57600,5.9400e+02,2.44,649.0,42.01,6137.00,0.9940,287.535770,48.727791
CONFIRMED,15.791965940,7.27720,2.0310e+02,2.40,910.0,161.97,5758.00,1.7040,285.311250,47.848564
CANDIDATE,5.772071770,2.60500,3.2850e+02,1.54,915.0,165.58,5591.00,0.8600,295.847470,40.006721
CANDIDATE,46.151253000,5.34600,6.4900e+02,2.08,423.0,7.59,5204.00,0.7690,294.841800,39.918880
CONFIRMED,8.167338510,3.33700,1.0490e+02,1.03,865.0,132.43,5808.00,0.9020,292.615110,42.764252
CONFIRMED,12.815904210,6.38560,2.2050e+02,2.26,939.0,183.68,5788.00,1.4740,291.385990,41.990269
FALSE POSITIVE,79.996233280,6.33390,2.4384e+04,40.73,717.0,62.49,6796.00,2.4900,291.771820,41.098068
CONFIRMED,5.424749327,1.13900,7.6800e+03,5.15,625.0,36.05,4137.00,0.5910,294.237640,45.197105
CANDIDATE,165.344704400,3.09000,4.8990e+03,6.98,301.0,1.93,5594.00,0.8120,288.177890,47.366680
CONFIRMED,3.606940379,1.04180,4.3230e+02,2.04,1046.0,283.23,5508.00,0.8400,293.933470,40.590740
FALSE POSITIVE,69.200231200,5.67900,2.2715e+03,45.24,585.0,27.66,7044.00,1.2670,298.419340,40.440819
CONFIRMED,6.264047740,2.39000,3.7870e+02,1.55,809.0,101.27,5032.00,0.8170,284.838410,42.070431
CONFIRMED,23.198585200,9.82100,2.2470e+02,2.61,793.0,93.34,5416.00,1.7560,296.277710,46.899860
CONFIRMED,5.777212590,2.46200,1.3430e+02,2.17,1260.0,596.37,5416.00,1.7560,296.277710,46.899860
FALSE POSITIVE,0.905037231,1.43510,3.7500e+01,1.10,2627.0,11199.46,6223.00,1.7630,291.002870,44.899452
CONFIRMED,59.496900900,5.40400,1.2621e+03,2.92,369.0,4.36,4817.00,0.8330,289.538820,41.892818
CONFIRMED,10.613453330,0.98290,1.5020e+02,1.77,987.0,224.63,5865.00,1.3880,289.364410,41.533230
CONFIRMED,48.630380500,7.08050,3.3980e+02,2.48,590.0,28.60,6075.00,1.3520,285.190000,46.027962
CONFIRMED,40.528988500,10.60400,3.6070e+02,5.92,933.0,178.81,6443.00,3.0860,300.344060,45.623219
FALSE POSITIVE,0.571940563,0.90310,5.4300e+01,1.88,3320.0,28727.59,5827.00,2.2860,282.313510,46.419399
FALSE POSITIVE,0.633514386,1.27920,1.7910e+02,0.81,1357.0,807.27,4330.00,0.6180,299.939270,45.833210
FALSE POSITIVE,17.416614300,2.44500,3.1420e+02,1.84,723.0,64.73,5946.00,1.0170,294.376190,38.757870
CONFIRMED,16.358348200,9.85800,1.1640e+02,2.23,959.0,200.10,6133.00,1.7650,295.377380,39.048031
FALSE POSITIVE,36.005441400,3.26200,1.1750e+02,3.33,1024.0,259.71,7048.00,2.8380,300.660250,45.853519
CONFIRMED,13.909354400,6.76500,8.6800e+01,1.33,928.0,175.14,6052.00,1.4240,297.944760,42.191879
CANDIDATE,97.446319400,6.76500,2.1411e+03,3.05,283.0,1.52,4735.00,0.6860,289.109920,39.685390
FALSE POSITIVE,1.257689465,0.83990,9.4560e+02,2.45,1513.0,1244.66,5676.00,0.7870,291.447660,38.149281
CONFIRMED,4.081411554,2.32390,1.7190e+02,1.00,755.0,77.00,4498.00,0.6350,291.468660,40.343849
CONFIRMED,11.419419280,3.30750,1.5050e+02,0.99,536.0,19.47,4498.00,0.6350,291.468660,40.343849
CONFIRMED,6.834406740,2.27260,1.7710e+02,1.01,636.0,38.68,4498.00,0.6350,291.468660,40.343849
CANDIDATE,174.636181000,15.67900,2.5009e+03,11.12,481.0,12.65,5974.00,2.2320,295.669130,38.795841
CONFIRMED,24.400437800,2.98700,8.6050e+02,2.47,437.0,8.64,4583.00,0.6740,287.009090,46.796101
FALSE POSITIVE,4.029810359,3.33160,1.1110e+02,1.77,1479.0,1132.21,5929.00,1.6510,285.684080,38.262817
FALSE POSITIVE,1.287622419,0.82100,3.6500e+01,0.87,1957.0,3450.59,6170.00,1.2740,295.324010,40.902191
CONFIRMED,0.935115863,1.61720,6.4800e+01,1.05,2124.0,4811.82,5874.00,1.2970,284.042330,41.699139
CONFIRMED,3.575514290,2.36400,9.2800e+01,0.89,1061.0,299.19,5213.00,0.9170,283.565310,46.904251
CANDIDATE,1.791877025,1.16600,4.6100e+01,1.48,2223.0,5787.99,6002.00,2.1390,298.215270,45.406891
CONFIRMED,136.205112000,5.56800,1.2093e+03,2.35,248.0,0.89,4648.00,0.6750,288.538540,40.877110
CONFIRMED,6.309220430,1.32510,6.9120e+02,1.37,606.0,31.73,4380.00,0.5300,287.826390,40.696602
CONFIRMED,2.941942960,2.05600,2.7800e+02,1.22,988.0,225.15,4901.00,0.7580,296.996550,49.256420
CANDIDATE,145.881936000,11.34200,1.5690e+02,1.80,424.0,7.63,6052.00,1.4240,297.944760,42.191879
FALSE POSITIVE,1.146934644,1.72470,2.5620e+02,1.39,1554.0,1382.04,5423.00,0.8620,290.473110,37.906200
FALSE POSITIVE,1.245353252,2.15200,2.2420e+02,1.48,1704.0,1996.55,5982.00,0.9600,293.607600,42.058998
CONFIRMED,82.200123900,10.62700,2.3390e+02,2.57,525.0,17.96,5758.00,1.7040,285.311250,47.848564
CONFIRMED,15.362605200,3.73600,4.6830e+02,1.80,608.0,32.23,5011.00,0.8510,296.215180,39.527050
CONFIRMED,0.843379985,1.44740,3.4330e+02,1.70,1541.0,1329.99,4818.00,0.8560,295.821440,46.053028
CONFIRMED,6.566069410,1.84550,4.0240e+02,1.83,777.0,86.27,4818.00,0.8560,295.821440,46.053028
CONFIRMED,10.495663030,4.73560,1.0610e+02,1.34,1009.0,244.59,6214.00,1.2970,289.347320,44.208511
CANDIDATE,2.503432790,1.53400,1.1560e+03,20.23,1147.0,408.12,5174.00,0.8400,294.543730,40.313862
CANDIDATE,96.456219800,11.19500,9.5050e+02,9.10,727.0,65.96,7029.00,2.7040,284.415920,48.658020
CANDIDATE,44.564383100,7.87400,3.6050e+02,5.80,940.0,184.67,7029.00,2.7040,284.415920,48.658020
CONFIRMED,1.341556420,1.64620,5.8200e+01,0.74,1642.0,1715.26,5779.00,0.9700,283.745820,48.373432
CONFIRMED,8.482992820,2.50500,6.9100e+01,0.80,879.0,141.04,5827.00,0.9330,291.574220,38.655949
CONFIRMED,0.665025941,1.75420,1.0470e+02,1.11,2174.0,5246.66,5884.00,1.0700,296.232820,42.472790
CONFIRMED,234.635652000,6.96500,8.6850e+02,2.56,267.0,1.20,5422.00,0.8850,288.156710,41.877972
CANDIDATE,253.374581000,22.88900,1.1040e+03,19.25,555.0,22.41,5177.00,5.9490,296.723600,44.853142
CONFIRMED,13.321914610,6.21300,1.3350e+02,2.88,1299.0,672.06,6995.00,2.2740,295.152190,49.587601
CONFIRMED,7.699944660,4.43200,7.0900e+01,0.92,969.0,208.61,5727.00,1.1040,292.199710,42.046089
CONFIRMED,4.774660430,3.80400,5.4300e+01,0.81,1137.0,395.06,5727.00,1.1040,292.199710,42.046089
CONFIRMED,29.393371610,7.04450,3.2700e+02,2.50,698.0,55.98,6075.00,1.3520,285.190000,46.027962
CONFIRMED,2.164570593,1.28620,5.2510e+02,1.27,783.0,88.91,3941.00,0.5540,285.064910,41.554871
FALSE POSITIVE,12.425834300,28.11710,4.4940e+02,2.75,830.0,111.92,6185.00,0.9910,297.589870,40.601940
FALSE POSITIVE,0.873227249,0.79480,2.2180e+02,1.68,2152.0,5053.02,6341.00,1.1110,287.692720,46.366928
CONFIRMED,2.888785830,2.97700,4.0900e+01,0.84,1423.0,969.05,5696.00,1.3310,282.631380,46.481110
CANDIDATE,21.118165300,9.73400,1.1270e+02,2.89,1110.0,359.11,6461.00,2.5660,281.691590,42.397549
CANDIDATE,5.060922820,2.58600,7.1600e+01,0.98,998.0,234.93,5637.00,0.9110,289.917420,40.828606
FALSE POSITIVE,7.374533360,3.74500,3.0440e+02,87.08,1654.0,1770.84,5028.00,4.9910,297.295200,42.011681
CONFIRMED,87.972422700,14.63800,8.6670e+02,3.39,446.0,9.37,5837.00,1.1590,298.835880,40.293140
CONFIRMED,0.568874717,1.21770,3.7840e+02,1.49,1796.0,2473.19,5223.00,0.7800,291.611880,42.115971
CANDIDATE,0.910020582,1.79560,3.5810e+02,1.12,1127.0,380.16,4297.00,0.5330,297.003540,44.775089
FALSE POSITIVE,22.023514000,1.93200,1.6700e+03,4.79,639.0,39.45,5860.00,0.9360,299.595610,40.622822
CANDIDATE,1.078084920,0.85510,1.5560e+02,1.01,1417.0,951.61,4906.00,0.8140,287.725650,48.651379
CONFIRMED,56.573231800,4.18800,6.8850e+02,2.69,356.0,3.79,4701.00,0.7750,286.371800,43.691921
FALSE POSITIVE,1.846861455,1.66050,6.4860e+02,2.23,1337.0,753.40,5591.00,0.8600,295.773680,43.671951
CONFIRMED,3.568099612,3.21310,9.8400e+01,1.36,1407.0,926.89,6007.00,1.3340,297.018830,50.408981
CONFIRMED,132.995550300,7.43600,1.2754e+03,2.51,241.0,0.80,4523.00,0.6590,280.511750,44.159351
CONFIRMED,6.002548291,4.16280,2.0200e+02,2.33,1209.0,504.79,6204.00,1.3600,290.495120,38.795479
CONFIRMED,11.448658230,4.95300,7.5200e+01,1.32,975.0,213.39,6204.00,1.3600,290.495120,38.795479
CONFIRMED,24.854665040,9.18200,7.7620e+02,7.61,1095.0,339.33,6967.00,2.5270,295.608800,38.735741
CONFIRMED,60.928188660,6.33360,7.5560e+02,2.78,467.0,11.28,5638.00,1.0230,293.675320,41.295361
CONFIRMED,8.512037736,2.18610,5.9780e+02,2.14,839.0,117.11,5767.00,0.8810,287.089970,41.373878
FALSE POSITIVE,5.937205570,4.88200,3.7140e+02,1.84,894.0,150.81,5857.00,0.7120,289.170200,50.627621
FALSE POSITIVE,5.937199820,3.95000,1.7560e+02,1.47,1059.0,297.14,6102.00,1.0260,289.214810,50.650921
FALSE POSITIVE,1.633454020,3.81700,3.5900e+02,24.87,1750.0,2211.18,6283.00,1.0910,296.935940,44.161045
CONFIRMED,3.247548814,2.51460,2.0970e+02,1.41,1181.0,460.67,5703.00,0.9750,289.880650,51.277081
FALSE POSITIVE,14.022451457,8.08619,2.0083e+04,14.93,810.0,101.92,6061.00,1.0500,290.996920,37.199219
FALSE POSITIVE,2.442945167,4.01450,6.7790e+02,38.29,1587.0,1499.89,5657.00,1.4280,290.277770,37.789330
FALSE POSITIVE,1.312459403,1.45900,3.6900e+01,1.65,2824.0,15018.33,6543.00,2.5070,291.534000,38.816261
CANDIDATE,11.191619900,2.10000,1.6640e+02,1.47,782.0,88.34,5646.00,0.9560,283.335330,47.208832
CONFIRMED,2.997929260,4.39800,4.5400e+01,1.12,1616.0,1611.51,5888.00,1.6450,282.699950,45.425770
CONFIRMED,60.866097400,4.39700,7.1430e+02,1.39,244.0,0.84,3808.00,0.5220,290.510190,38.743542
FALSE POSITIVE,2.115478540,3.66500,2.2290e+02,1.66,1521.0,1264.56,6208.00,1.0240,287.198150,38.428970
CANDIDATE,174.731515000,8.25700,1.1799e+03,3.00,287.0,1.60,5201.00,0.8970,297.884640,48.001450
FALSE POSITIVE,5.548679980,4.66500,6.8900e+01,0.68,882.0,143.26,5258.00,0.8350,300.937380,45.490070
FALSE POSITIVE,1.221740630,7.44300,3.2200e+01,0.46,1461.0,1081.50,5258.00,0.8350,300.937380,45.490070
CONFIRMED,3.484128740,1.42200,1.6160e+02,1.16,1132.0,389.41,5696.00,0.9210,291.164370,45.318291
CONFIRMED,13.748830590,6.09680,4.2590e+02,3.63,975.0,213.84,5862.00,1.6700,289.086060,41.562958
CANDIDATE,0.858546796,1.10000,1.0610e+02,0.88,1671.0,1846.35,5269.00,0.8640,286.148040,43.369202
CANDIDATE,5.518195000,1.81000,2.7100e+01,0.46,969.0,208.54,5767.00,0.8810,287.089970,41.373878
CONFIRMED,4.603575293,2.34990,4.4040e+02,1.51,810.0,101.65,4783.00,0.7410,297.354000,41.300049
CONFIRMED,24.307843230,2.60540,6.7710e+02,2.14,532.0,18.87,5313.00,0.8200,299.319550,41.384640
CONFIRMED,19.674097030,3.75350,2.0490e+02,1.78,711.0,60.37,6023.00,1.0310,293.180330,41.617760
CONFIRMED,3.487688776,3.83661,1.2988e+03,5.64,1445.0,1033.07,5576.00,1.5930,283.255490,48.355232
CONFIRMED,81.737872000,6.69230,6.2880e+02,2.16,385.0,5.20,5559.00,0.8730,297.486910,49.623451
CANDIDATE,75.112213200,4.94580,3.7515e+03,23.23,777.0,86.18,6201.00,3.3540,291.664180,38.619255
CONFIRMED,31.578651216,2.12791,2.1254e+03,4.52,570.0,24.94,5733.00,0.9900,284.472170,39.911812
FALSE POSITIVE,110.321672720,13.36240,7.2966e+03,18.60,761.0,79.11,9244.00,2.0250,290.854580,42.086922
CONFIRMED,5.885273640,1.95310,1.1270e+02,1.59,1253.0,583.47,6070.00,1.4310,281.915680,42.775509
FALSE POSITIVE,1.086486129,0.83830,6.6000e+01,1.69,2539.0,9816.28,5911.00,2.0000,289.329250,42.655811
CANDIDATE,3.765620310,1.28800,2.3260e+02,19.39,1084.0,326.20,5743.00,0.8530,294.968110,49.556511
CONFIRMED,86.116088500,6.05800,8.7520e+02,3.11,441.0,8.93,6161.00,1.0530,286.361570,42.963921
CONFIRMED,3.614603320,3.22700,4.3900e+01,0.90,1397.0,900.38,5799.00,1.3750,292.180110,49.202480
CONFIRMED,8.457448920,3.28930,7.7400e+01,1.02,982.0,220.05,5903.00,1.1370,288.450650,40.245327
CANDIDATE,2.462888340,1.72400,4.7400e+01,0.67,1391.0,883.43,5893.00,0.9670,296.859250,50.560162
CONFIRMED,3.822233970,1.92400,3.6270e+02,1.05,601.0,30.84,3729.00,0.5140,292.737640,42.014832
CONFIRMED,17.067644000,6.02600,2.6240e+02,1.62,769.0,82.56,6347.00,0.9960,290.888310,51.248169
FALSE POSITIVE,5.785427020,2.27100,2.5620e+02,1.91,1212.0,510.79,6555.00,1.1780,297.426360,43.816502
CONFIRMED,29.609905500,7.43300,1.2010e+02,1.74,629.0,37.12,5812.00,1.1220,290.991670,40.229321
CONFIRMED,3.423908090,1.77300,1.5310e+02,1.25,1212.0,508.75,5788.00,1.0150,292.573360,46.366840
CONFIRMED,5.211045970,3.34470,1.0270e+02,1.18,1107.0,354.82,6023.00,1.0310,293.180330,41.617760
